"","policyid","latitude","longitude","building_limit","site_deductible","construction","year_built","num_stories","basement","elev_ft","first_floor_elev_ft","rel_elev_ft","floodzone","pre_firm","distance_to_river_ft","stream_order","rand_uni","training","estimated_LR_A","estimated_LR_B"
"12340",117182,30.251827271,-81.57133041,195000,1000,"Wood",2005,2,FALSE,20.2,1,-3.9,"X",FALSE,991,2,0.945449002319947,NA,0.128424245497979,0.0701388034816163
"12341",117183,30.251226099,-81.5713215,195000,1000,"Wood",2005,1,FALSE,20,1,-4,"X",FALSE,915,2,0.276970867067575,1,0.309090768061461,0.152141464185971
"12342",117184,30.250733789,-81.57075257,204000,1000,"Wood",2005,1,FALSE,20.2,1,-3.4,"X",FALSE,1060,2,0.778461350593716,1,0.330132823238693,0.187945095994207
"12343",117185,30.251821035,-81.57084109,214000,1000,"Masonry",2005,1,FALSE,20.3,1,-4,"X",FALSE,1133,2,0.257227711612359,1,0.122832252096613,0.060101997670612
"12344",117186,30.251352333,-81.57019253,198000,1000,"Wood",2006,1,FALSE,20.6,1,-4.3,"X",FALSE,1271,2,0.843824554700404,NA,0.302138410839442,0.135129058259928
"12345",117187,30.252008132,-81.57030056,211000,1000,"Wood",2005,2,FALSE,20.6,1,-4.1,"X",FALSE,1317,2,0.0725907862652093,1,0.127473522126283,0.0654228974686706
"12346",117188,30.251695783,-81.57029606,213000,1000,"Wood",2005,1,FALSE,20.6,1,-4.2,"X",FALSE,1276,2,0.713306468212977,1,0.287163603480218,0.132512322466053
"12347",117189,30.251817646,-81.56957067,204000,1000,"Wood",2005,2,FALSE,20.9,1,-4.4,"X",FALSE,1507,2,0.568393108434975,1,0.245930253551238,0.115661070008936
"12348",117190,30.251311253,-81.56948587,207000,1000,"Wood",2006,1,FALSE,20.9,1,-4.5,"X",FALSE,1486,2,0.136977227870375,1,0.297758771162211,0.125822773338901
"12349",117191,30.251686412,-81.5694811,204000,1000,"Wood",2006,2,FALSE,21,1,-4.4,"X",FALSE,1520,2,0.709171339869499,1,0.262542174010268,0.123403807335502
"12350",117192,30.25069252,-81.5695316,206000,1000,"Wood",2006,1,FALSE,20.9,1,-4.1,"X",FALSE,1444,2,0.424163289135322,1,0.304273194322529,0.14241449171665
"12351",117193,30.250600634,-81.56899732,211000,1000,"Wood",2005,2,FALSE,21.1,1,-4.3,"X",FALSE,1339,1,0.716244847280905,1,0.259858084468487,0.126675721491008
"12352",117194,30.251461879,-81.56900958,213000,1000,"Wood",2006,1,FALSE,21.1,1,-4.6,"X",FALSE,1615,1,0.45625667530112,1,0.300763976871189,0.123553247577496
"12353",117195,30.251412412,-81.56900896,197000,1000,"Wood",2006,1,FALSE,21.1,1,-4.6,"X",FALSE,1598,1,0.882815445074812,NA,0.302882349663322,0.123665702554135
"12354",117196,30.251982847,-81.56912802,206000,1000,"Wood",2005,2,FALSE,21.2,1,-4.5,"X",FALSE,1659,2,0.972804345190525,NA,0.240413709694245,0.109651501293535
"12355",117197,30.26546806,-81.56772931,299000,1000,"Wood",2003,2,FALSE,24.2,1,-3.5,"X",FALSE,1631,1,0.00900691607967019,1,0.0996002333937373,0.0601035660292555
"12356",117198,30.264871701,-81.56871134,299000,1000,"Wood",2004,1,FALSE,23,1,-3.9,"X",FALSE,1286,1,0.390882997773588,1,0.113005368105778,0.0575821977116552
"12357",117199,30.265275812,-81.5686134,289000,1000,"Masonry",2003,1,FALSE,23.2,1,-3.8,"X",FALSE,1343,1,0.513252038042992,1,0.102937812621396,0.0535260758598804
"12358",117200,30.267297176,-81.56767314,321000,1000,"Wood",2003,1,FALSE,25,1,-3.1,"X",FALSE,1916,1,0.256273087579757,1,0.112535955313572,0.0686062720950001
"12359",117201,30.268708373,-81.56944887,305000,1000,"Wood",2003,1,FALSE,24.1,1,-2.7,"X",FALSE,1879,1,0.0910531638655812,1,0.112873537249354,0.0759823994481556
"12360",117202,30.268703357,-81.56989224,307000,1000,"Wood",2003,1,FALSE,24,1,-2.6,"X",FALSE,1804,1,0.0844617024995387,1,0.112842084306937,0.0781380092928419
"12361",117203,30.269205034,-81.56932676,290000,1000,"Wood",2003,2,FALSE,24.3,1,-2.7,"X",FALSE,2052,1,0.728666786802933,1,0.0996935337510898,0.0723513534465521
"12362",117204,30.267598226,-81.56541906,203000,1000,"Wood",2003,2,FALSE,26.6,1,-3.2,"X",FALSE,2589,1,0.227838274789974,1,0.110077813274262,0.0675578443097956
"12363",117205,30.26668738,-81.5653937,203000,1000,"Wood",2003,1,FALSE,26.6,1,-3.1,"X",FALSE,2465,1,0.531891270074993,1,0.09871933312831,0.0573097266192075
"12364",117206,30.266229126,-81.56514166,203000,1000,"Wood",2003,1,FALSE,26.8,1,-3.1,"X",FALSE,2491,1,0.514736257726327,1,0.0364315053697941,0.0211350375650884
"12365",117207,30.266276264,-81.56524199,192000,1000,"Wood",2003,2,FALSE,26.7,1,-3.1,"X",FALSE,2465,1,0.142596120247617,1,0.0322600118056423,0.0202673219690543
"12366",117208,30.267908568,-81.56446109,199000,1000,"Wood",2004,1,FALSE,27.3,1,-3.4,"X",FALSE,2910,1,0.295451947487891,1,0.0988825168487687,0.0525546977662482
"12367",117209,30.267978439,-81.56476321,199000,1000,"Wood",2004,2,FALSE,27.1,1,-3.4,"X",FALSE,2836,1,0.352881090715528,1,0.0873060808799753,0.050555338992188
"12368",117210,30.268415483,-81.56434001,203000,1000,"Wood",2004,2,FALSE,27.2,1,-3.6,"X",FALSE,3028,1,0.939281380735338,NA,0.127892159319995,0.0703119357291066
"12369",117211,30.268946699,-81.56488464,204000,1000,"Masonry",2004,1,FALSE,26.8,1,-3.7,"X",FALSE,2981,1,0.919673788128421,NA,0.129065787514378,0.0636430033171717
"12370",117212,30.263762421,-81.56459193,148000,1000,"Masonry",2004,1,FALSE,26.1,1,-3.8,"X",FALSE,2586,1,0.300432698102668,1,0.135931587890652,0.0638277190904565
"12371",117213,30.264405696,-81.56572862,156000,1000,"Masonry",2003,1,FALSE,25.5,1,-3.6,"X",FALSE,2216,1,0.294101506238803,1,0.108311947501986,0.0543685782687091
"12372",117214,30.264291654,-81.56558484,145000,1000,"Wood",2003,1,FALSE,25.5,1,-3.6,"X",FALSE,2262,1,0.243270443752408,1,0.124598798328827,0.0619195680073477
"12373",117215,30.263954571,-81.56608962,151000,1000,"Wood",2003,1,FALSE,25.2,1,-3.6,"X",FALSE,2109,1,0.0422708333935589,1,0.119943287084074,0.0601752898006368
"12374",117216,30.263231955,-81.56567876,148000,1000,"Masonry",2003,1,FALSE,25.2,1,-3.7,"X",FALSE,2272,1,0.154767996398732,1,0.133383807301742,0.064779160894695
"12375",117217,30.262506622,-81.56420686,149000,1000,"Wood",2004,2,FALSE,26.1,1,-3.9,"X",FALSE,2784,1,0.861966007389128,NA,0.105863374049037,0.0525084770613329
"12376",117218,30.263306161,-81.56422063,146000,1000,"Wood",2003,1,FALSE,26.2,1,-3.8,"X",FALSE,2722,1,0.810399824986234,NA,0.120141097265664,0.0561301882817242
"12377",117219,30.262959968,-81.56517698,145000,1000,"Wood",2004,1,FALSE,25.5,1,-3.8,"X",FALSE,2447,1,0.878951939521357,NA,0.130809569199372,0.0614929912453522
"12378",117220,30.262569021,-81.56512989,152000,1000,"Wood",2004,1,FALSE,25.5,1,-3.8,"X",FALSE,2496,1,0.829748986288905,NA,0.119570679835572,0.0564554047747608
"12379",117221,30.262971172,-81.56465199,145000,500,"Wood",2003,1,FALSE,25.9,1,-3.8,"X",FALSE,2609,1,0.271873452002183,1,0.113411928360688,0.0564600320719126
"12380",117222,30.263055474,-81.56465344,148000,1000,"Masonry",2003,1,FALSE,25.9,1,-3.8,"X",FALSE,2602,1,0.0823760218918324,1,0.109030022260694,0.0511750822871287
"12381",117223,30.259611365,-81.56911182,282000,1000,"Wood",1980,1,FALSE,22.4,3,-3.5,"X",FALSE,1885,1,0.950948723824695,NA,0.0703347060579766,0.0378941189362285
"12382",117224,30.259069637,-81.56989471,265000,1000,"Wood",1980,1,FALSE,22,1,-3.3,"X",FALSE,1792,1,0.100852636620402,1,0.123564151660376,0.0711045842960171
"12383",117225,30.259594753,-81.57301682,230000,1000,"Masonry",1978,1,FALSE,20.8,3,-2.5,"X",FALSE,945,1,0.434046771842986,1,0.0658755085010063,0.0471043882400935
"12384",117226,30.259019345,-81.5740169,264000,1000,"Masonry",1978,1,FALSE,21.3,1,-1.2,"X",FALSE,927,1,0.820476735243574,NA,0.0323904647990085,0.0330290880232439
"12385",117227,30.259001663,-81.57581638,202000,500,"Wood",1978,1,FALSE,20.5,1,-0.9,"X",FALSE,630,1,0.101328341523185,1,0.0347904453859353,0.0401775834814664
"12386",117228,30.261911518,-81.57472373,291000,1000,"Masonry",1978,1,FALSE,19.2,1,-3.3,"X",FALSE,50,1,0.959718082100153,NA,0.730789347865803,0.156461688994931
"12387",117229,30.260290821,-81.57498145,233000,1000,"Wood",1978,1,FALSE,19.8,1,-2.4,"X",FALSE,374,1,0.379786771489307,1,0.0975665110881735,0.070868454535488
"12388",117230,30.26001129,-81.57496708,273000,1000,"Masonry",1978,1,FALSE,20,1,-2.1,"X",FALSE,459,1,0.211323132039979,1,0.0876849760883068,0.0748222522983437
"12389",117231,30.25984544,-81.57419117,273000,1000,"Wood",1978,1,FALSE,20.4,1,-2.2,"X",FALSE,652,1,0.600383715471253,1,0.106252202502446,0.0863895729343261
"12390",117232,30.260043471,-81.57535638,243000,1000,"Masonry",1978,1,FALSE,19.8,1,-2.1,"X",FALSE,376,1,0.0491233009379357,1,0.088424325646044,0.0698944283537992
"12391",117233,30.259823366,-81.56968543,306000,2500,"Wood",1979,1,FALSE,22.2,1,-3.4,"X",FALSE,1690,1,0.713102457113564,1,0.153395490129828,0.0798868713006674
"12392",117234,30.261099741,-81.5743607,309000,1000,"Wood",1980,2,FALSE,19.6,1,-3.2,"X",FALSE,252,1,0.549653331516311,1,0.397207428140742,0.169793166716266
"12393",117235,30.262103407,-81.57629374,263000,1000,"Wood",1981,2,FALSE,19.5,1,-2,"X",FALSE,403,1,0.649932602187619,1,0.379045181174409,0.362524530469826
"12394",117236,30.26145437,-81.57687326,331000,1000,"Masonry",1982,1,FALSE,19.6,1,-1.8,"X",FALSE,265,1,0.913369467481971,NA,0.0866670732343015,0.0513993144070052
"12395",117237,30.265415481,-81.5723305,223000,1000,"Wood",1981,2,FALSE,19.1,1,-4.5,"X",FALSE,390,1,0.891804013866931,NA,0.795279081260501,0.386217602958462
"12396",117238,30.266400062,-81.57217355,234000,1000,"Wood",1981,1,FALSE,21.9,3,-2.9,"X",FALSE,747,1,0.21922974428162,1,0.0522128386169044,0.0343289875272823
"12397",117239,30.265764318,-81.56913829,264000,1000,"Wood",1981,1,FALSE,22.9,1,-3.8,"X",FALSE,1242,1,0.591316191013902,1,0.11374511316257,0.059104450963449
"12398",117240,30.263737489,-81.56972616,330000,1000,"Masonry",1979,1,FALSE,21.7,1,-4.2,"X",FALSE,985,1,0.116605898365378,1,0.12483447054346,0.0603629980553039
"12399",117241,30.262805991,-81.56907684,234000,1000,"Wood",1983,1,FALSE,22.3,1,-4,"X",FALSE,1297,1,0.697343435836956,1,0.124457634674179,0.0607891484915539
"12400",117242,30.265000157,-81.57197784,261000,1000,"Wood",1982,2,FALSE,19.2,1,-5.3,"X",FALSE,325,1,0.921493110246956,NA,0.749746913743225,0.246735578979172
"12401",117243,30.264907928,-81.57058948,354000,1000,"Wood",1979,2,FALSE,20.9,3,-4.9,"X",FALSE,705,1,0.847455000504851,NA,0.0613041778129077,0.0272876707613366
"12402",117244,30.264633314,-81.57041838,326000,1000,"Wood",1988,1,FALSE,21,1,-4.8,"X",FALSE,740,1,0.32068101153709,1,0.13740695749758,0.0581706485607443
"12403",117245,30.263630746,-81.57035624,251000,1000,"Wood",1981,2,FALSE,21.2,1,-4.7,"X",FALSE,806,1,0.433955090120435,1,0.125735520793417,0.0580812966037865
"12404",117246,30.266210414,-81.56972351,289000,1000,"Masonry",1982,1,FALSE,22.8,1,-3.6,"X",FALSE,1158,1,0.266604295698926,1,0.102937812621396,0.0568440163088963
"12405",117247,30.266996779,-81.57001966,321000,2500,"Masonry",1981,1,FALSE,23.2,1,-3.1,"X",FALSE,1276,1,0.214306571288034,1,0.111169256924629,0.0640420184812796
"12406",117248,30.271172406,-81.58285679,246000,1000,"Wood",1987,1,FALSE,13.6,1,-6,"X",FALSE,902,3,0.506460179341957,1,0.536711840628167,0.162842387696544
"12407",117249,30.271130038,-81.58375471,245000,1000,"Wood",1985,1,FALSE,11.9,1,-7.4,"X",FALSE,739,3,0.388913374394178,1,2.41699730139361,0.742808418473182
"12408",117250,30.271470111,-81.58537653,235000,1000,"Wood",1984,1,FALSE,8.6,1.4,-10.3,"A",FALSE,326,3,0.420529319671914,1,1.03137567504673,1.27908609300408
"12409",117251,30.269895393,-81.58642707,262000,1000,"Wood",1987,1,FALSE,8.1,1.9,-10.9,"A",FALSE,573,3,0.0912058781832457,1,1.24848945767333,2.20270462226437
"12410",117252,30.270170377,-81.58714523,318000,1000,"Wood",1986,2,FALSE,7.6,2.4,-11.5,"A",FALSE,332,3,0.677840200718492,1,1.12219430701806,1.56239505810341
"12411",117253,30.26991146,-81.58726967,270000,1000,"Wood",1988,1,FALSE,7.8,2.2,-11.3,"A",FALSE,345,3,0.519818079425022,1,1.24696830406439,1.74510368357006
"12412",117254,30.269060653,-81.58786976,238000,1000,"Wood",1987,1,FALSE,9,1,-10.6,"A",FALSE,335,3,0.884828576352447,NA,0.862879141400835,1.23723525644239
"12413",117255,30.268437975,-81.58843611,223000,1000,"Wood",1989,1,FALSE,8.2,1.8,-10.9,"A",FALSE,292,3,0.692798170726746,1,0.929876162676473,1.19907625095788
"12414",117256,30.268967682,-81.5871752,278000,1000,"Wood",1984,1,FALSE,9.9,1,-9.8,"X",FALSE,542,3,0.185026009567082,1,4.1088282536357,1.30000593326221
"12415",117257,30.268109504,-81.58721931,212000,1000,"Wood",1986,1,FALSE,10.7,1,-8.6,"X",FALSE,685,3,0.147520313737914,1,3.53047341028076,1.07815098248999
"12416",117258,30.268734976,-81.58632349,252000,1000,"Wood",1985,1,FALSE,10.5,1,-8.8,"X",FALSE,817,3,0.0508184395730496,1,3.36788402341296,1.03030460544151
"12417",117259,30.2689583,-81.58621981,259000,1000,"Masonry",1987,1,FALSE,9.8,1,-9.2,"X",FALSE,805,3,0.192294912878424,1,3.74008621022382,1.14747937621305
"12418",117260,30.26877733,-81.58387589,288000,1000,"Wood",1988,1,FALSE,13.9,3,-5.2,"X",FALSE,1389,3,0.893173189368099,NA,0.377413966660341,0.135382097130225
"12419",117261,30.270658602,-81.58230417,237000,500,"Wood",1985,1,FALSE,16.2,1,-3.5,"X",FALSE,1157,3,0.133840514346957,1,0.103367621392,0.059969061432789
"12420",117262,30.270372749,-81.5838862,252000,1000,"Masonry",1986,1,FALSE,13.1,1,-6.7,"X",FALSE,931,3,0.984500384423882,NA,1.03818525557615,0.314880651052671
"12421",117263,30.271491052,-81.57362284,183000,1000,"Wood",1981,1,FALSE,21.2,1,-3,"X",FALSE,2591,1,0.483868793351576,1,0.11749459469179,0.0690531574416512
"12422",117264,30.271475784,-81.57454117,216000,1000,"Masonry",1973,1,FALSE,20.5,1,-3,"X",TRUE,2595,3,0.369734399486333,1,0.104942624368475,0.0625957817940618
"12423",117265,30.268740167,-81.57466682,159000,1000,"Masonry",1958,1,FALSE,21.9,1,-1.5,"X",TRUE,1688,1,0.921696353936568,NA,0.108390971598468,0.0942139040806945
"12424",117266,30.263970647,-81.57687418,278000,1000,"Wood",1991,1,FALSE,21.4,1,-0.1,"X",FALSE,919,1,0.826313883764669,NA,0.121827129121481,0.164544180541205
"12425",117267,30.261022732,-81.57866485,181000,1000,"Masonry",1963,1,FALSE,19.2,1,-0.9,"X",TRUE,375,1,0.263466788455844,1,0.0907491724677137,0.0943612805036544
"12426",117268,30.263553795,-81.57881645,199000,1000,"Wood",1988,1,FALSE,23.5,1,2.9,"X",FALSE,1112,1,0.470742734381929,1,0.0364730594933983,0.09276720398699
"12427",117269,30.263253622,-81.58034431,203000,2500,"Masonry",1959,1,FALSE,27.8,1,6.8,"X",TRUE,1308,1,0.264819169649854,1,0.0377669419092279,0.0976086917302531
"12428",117270,30.274294214,-81.58038626,218000,1000,"Wood",1989,1,FALSE,8.8,1,-10.2,"X",FALSE,551,3,0.121347842505202,1,6.09374998761112,1.89219626346827
"12429",117271,30.273015056,-81.57893388,222000,1000,"Wood",1989,1,FALSE,16.1,1,-4.8,"X",FALSE,1204,3,0.489897403633222,1,0.115219215411145,0.0460418954832435
"12430",117272,30.271348621,-81.57611146,201000,500,"Masonry",1987,1,FALSE,20.3,1,-2.4,"X",FALSE,2267,3,0.481208977522329,1,0.0893197636434092,0.0649602873530177
"12431",117273,30.27091992,-81.57532659,216000,1000,"Wood",1987,1,FALSE,20.7,1,-2.4,"X",FALSE,2505,1,0.164662016788498,1,0.101877884514097,0.0708465793238554
"12432",117274,30.270319344,-81.57534603,218000,1000,"Masonry",1988,1,FALSE,21.1,1,-2,"X",FALSE,2301,1,0.841616117861122,NA,0.0980281675422251,0.075876421704195
"12433",117275,30.269096218,-81.57614446,266000,1000,"Wood",1987,1,FALSE,20.9,1,-1.5,"X",FALSE,2015,1,0.844940475188196,NA,0.117456472892505,0.105570775018023
"12434",117276,30.269737734,-81.57609651,246000,1000,"Wood",1987,2,FALSE,20.9,1,-1.7,"X",FALSE,2208,1,0.797705917619169,1,0.100790863439064,0.0926224687050758
"12435",117277,30.268203413,-81.57596455,289000,1000,"Wood",1987,1,FALSE,21.5,1,-1,"X",FALSE,1714,1,0.381361360894516,1,0.113249684887511,0.117313721698994
"12436",117278,30.269343501,-81.57657954,211000,1000,"Masonry",1987,1,FALSE,20.6,1,-1.5,"X",FALSE,2165,1,0.662727796472609,1,0.131419148639465,0.115524649199398
"12437",117279,30.271247245,-81.57718407,185000,1000,"Wood",1993,1,FALSE,20.1,1,-1.9,"X",FALSE,2047,3,0.870983893051744,NA,0.0995995080321527,0.0785156637865995
"12438",117280,30.269536191,-81.57746792,254000,1000,"Wood",1988,2,FALSE,20.1,1,-1.6,"X",FALSE,2386,1,0.568031987641007,1,0.109167004669016,0.102588812586293
"12439",117281,30.270110299,-81.57821028,260000,1000,"Wood",1995,1,FALSE,19.5,1,-1.8,"X",FALSE,2111,3,0.738735395716503,1,0.432899074625822,0.3591131118037
"12440",117282,30.270310805,-81.57822083,196000,1000,"Wood",1989,1,FALSE,19.6,1,-1.8,"X",FALSE,2053,3,0.681928270263597,1,0.252378672827742,0.205096837401555
"12441",117283,30.270898094,-81.57822829,198000,1000,"Wood",1992,1,FALSE,19.8,1,-1.7,"X",FALSE,1896,3,0.786681261844933,1,0.0987206424195766,0.082780757157842
"12442",117284,30.273115141,-81.57140411,203000,1000,"Wood",1988,1,FALSE,21.6,1,-4.2,"X",FALSE,2216,1,0.552345122676343,1,0.116327012791795,0.0515491141996957
"12443",117285,30.273042035,-81.57338458,299000,1000,"Masonry",1989,1,FALSE,20.7,1,-3.8,"X",FALSE,2411,3,0.0695517912972719,1,0.102709943896018,0.0514941320613498
"12444",117286,30.273509294,-81.57345688,217000,1000,"Wood",1989,1,FALSE,20.4,1,-4.1,"X",FALSE,2259,3,0.326186583843082,1,0.115633371857995,0.0527809103384515
"12445",117287,30.273510653,-81.57186831,190000,1000,"Wood",1988,1,FALSE,21.2,1,-4.3,"X",FALSE,2116,1,0.0464124688878655,1,0.116795177623498,0.050319313453417
"12446",117288,30.271136357,-81.57044991,211000,1000,"Masonry",1992,1,FALSE,23.1,1,-3.3,"X",FALSE,2553,1,0.790101407328621,1,0.105358406972534,0.0582184808887748
"12447",117289,30.271564727,-81.56662856,177000,1000,"Masonry",1992,1,FALSE,22.4,1,-7,"X",FALSE,2907,1,0.523514177883044,1,0.107136251726318,0.029254603376087
"12448",117290,30.271641289,-81.56756513,188000,1000,"Wood",1993,1,FALSE,23.4,1,-5.9,"X",FALSE,2790,1,0.662023007404059,1,0.0366253937849605,0.0103446857646126
"12449",117291,30.271634283,-81.56837841,204000,2500,"Wood",1992,1,FALSE,23.6,1,-4.5,"X",FALSE,2738,1,0.360057898564264,1,0.0414393976855061,0.0147323573837408
"12450",117292,30.264867438,-81.58826903,206000,1000,"Wood",1990,1,FALSE,11.6,1,-7.8,"X",FALSE,542,3,0.98305606469512,NA,2.02089023915189,0.625207385924301
"12451",117293,30.266111084,-81.58470512,208000,1000,"Masonry",1992,1,FALSE,18.2,1,-1.2,"X",FALSE,1716,3,0.367210760479793,1,0.0893453871165731,0.0859065891111109
"12452",117294,30.265351963,-81.5896013,186000,1000,"Wood",1989,1,FALSE,9.4,1.6,-10,"A",FALSE,222,3,0.597132347058505,1,0.84798832151774,0.844578603309072
"12453",117295,30.267555166,-81.58701582,280000,1000,"Wood",1991,1,FALSE,11.7,1,-7.7,"X",FALSE,841,3,0.459299788810313,1,2.09573783271485,0.644455867618356
"12454",117296,30.267524887,-81.58565064,192000,1000,"Wood",1992,1,FALSE,14.5,1,-5,"X",FALSE,1220,3,0.570942934602499,1,0.099002547639963,0.0371160998983
"12455",117297,30.267593149,-81.58496815,207000,1000,"Masonry",1991,1,FALSE,15.9,1,-3.7,"X",FALSE,1395,3,0.945265467744321,NA,0.0931272651809487,0.0483386092537191
"12456",117298,30.267575091,-81.5843083,224000,1000,"Wood",1990,2,FALSE,17.2,1,-2.5,"X",FALSE,1579,3,0.907717579975724,NA,0.0862631300686558,0.06578164750221
"12457",117299,30.265151715,-81.58386037,202000,1000,"Wood",1991,2,FALSE,19.9,3,0.4,"X",FALSE,1677,2,0.322111287387088,1,0.0149401703745969,0.0229796293557064
"12458",117300,30.264739916,-81.58385676,240000,2500,"Wood",1990,1,FALSE,20,1,0.5,"X",FALSE,1547,2,0.10133752389811,1,0.0401046892790569,0.0539019420961991
"12459",117301,30.264497139,-81.58394452,271000,1000,"Wood",1991,1,FALSE,19.8,1,0.5,"X",FALSE,1457,2,0.268411762313917,1,0.0965109395539836,0.146840053787775
"12460",117302,30.26443301,-81.58664355,237000,1000,"Wood",1988,2,FALSE,14.6,1,-4.8,"X",FALSE,861,3,0.83292945032008,NA,0.0860099479144858,0.0384126781173584
"12461",117303,30.275262778,-81.57620026,209000,1000,"Wood",1976,1,FALSE,15.4,1,-7.2,"X",TRUE,1242,3,0.948167447932065,NA,0.102354483370285,0.0300194267408804
"12462",117304,30.274953838,-81.57618006,159000,1000,"Masonry",1957,1,FALSE,16.1,1,-6.5,"X",TRUE,1338,3,0.112800563685596,1,0.108390971598468,0.0307960324530315
"12463",117305,30.274348182,-81.57614602,182000,1000,"Masonry",1954,1,FALSE,17.4,1,-5,"X",TRUE,1508,3,0.588487300090492,1,0.124637964439119,0.0458441543251816
"12464",117306,30.274661843,-81.57556209,177000,1000,"Masonry",1956,1,FALSE,18,1,-5.5,"X",TRUE,1536,3,0.853282718453556,NA,0.0335415100014734,0.0108340317802159
"12465",117307,30.2762344,-81.57727494,137000,1000,"Masonry",1956,1,FALSE,10.5,1,-10.7,"X",TRUE,758,3,0.595772710395977,1,3.48306556310458,1.00900507363494
"12466",117308,30.279294887,-81.5748346,233000,1000,"Masonry",1972,1,FALSE,8.1,0,-15.8,"A",TRUE,279,3,0.699599039042369,1,0.934435262970282,1.10419853202993
"12467",117309,30.276778079,-81.57087799,190000,1000,"Masonry",1958,1,FALSE,21.2,1,-5.6,"X",TRUE,890,1,0.0976544746663421,1,0.0332482622431856,0.0109307024982965
"12468",117310,30.277255343,-81.57211734,233000,1000,"Masonry",1966,1,FALSE,19.6,1,-6.4,"X",TRUE,970,1,0.691498038591817,1,0.112278921490358,0.0337665544963489
"12469",117311,30.276026177,-81.57346615,175000,1000,"Masonry",1960,1,FALSE,17.8,1,-7.5,"X",TRUE,1503,3,0.773144215345383,1,0.0910682065926987,0.025941712134406
"12470",117312,30.277560606,-81.57395555,154000,1000,"Masonry",1959,1,FALSE,10,1,-13.9,"X",TRUE,956,3,0.0391656816937029,1,4.64657181155418,1.34483878398934
"12471",117313,30.278147586,-81.57583101,219000,1000,"Masonry",1976,1,FALSE,9.9,1,-13.2,"X",TRUE,444,3,0.878728753654286,NA,4.35330001670964,1.371640469348
"12472",117314,30.277817054,-81.57548693,256000,1000,"Masonry",1977,1,FALSE,10.7,1,-12.7,"X",TRUE,605,3,0.123968075262383,1,3.34432599110468,1.04470415028956
"12473",117315,30.276824573,-81.57670436,171000,1000,"Masonry",1955,1,FALSE,11.5,1,-11.1,"X",TRUE,684,3,0.762477119686082,1,2.39914781822911,0.718089097913565
"12474",117316,30.277089338,-81.57671419,184000,1000,"Masonry",1955,1,FALSE,11.1,3,-11.5,"X",TRUE,603,3,0.975606659194455,NA,2.30460945830397,0.689426147415922
"12475",117317,30.277321134,-81.57669398,242000,1000,"Masonry",1959,1,FALSE,10.7,1,-11.9,"X",TRUE,537,3,0.125161048024893,1,3.23347778064432,1.01394483586066
"12476",117318,30.273877626,-81.57764876,168000,2500,"Wood",1962,1,FALSE,16.4,1,-5.2,"X",TRUE,1282,3,0.495407034642994,1,0.172931017181159,0.051702473321229
"12477",117319,30.273897171,-81.57835743,251000,1000,"Wood",1976,1,FALSE,14.8,1,-6.5,"X",TRUE,1115,3,0.926522979512811,NA,0.237967324547957,0.0713026350640575
"12478",117320,30.273547427,-81.56687937,137000,1000,"Masonry",1954,2,FALSE,18.9,1,-10.1,"X",TRUE,2211,1,0.0480037620291114,1,0.53000313795389,0.155622810580835
"12479",117321,30.27208447,-81.57055895,212000,1000,"Masonry",1955,1,FALSE,22.5,1,-3.9,"X",TRUE,2545,1,0.382934289053082,1,0.105122254422419,0.0499704867229706
"12480",117322,30.272008495,-81.56986003,132000,1000,"Masonry",1955,1,FALSE,22.9,1,-4,"X",TRUE,2563,1,0.419390162453055,1,0.118845413808803,0.0523238392386325
"12481",117323,30.272017998,-81.56897312,141000,1000,"Masonry",1955,1,FALSE,23.2,1,-4.5,"X",TRUE,2574,1,0.966866343282163,NA,0.0344203480787633,0.0134729227396645
"12482",117324,30.272686706,-81.56962744,130000,1000,"Masonry",1954,1,FALSE,22.7,1,-4.6,"X",TRUE,2317,1,0.36981542268768,1,0.0346987397224836,0.0131940678461562
"12483",117325,30.273126919,-81.56875958,133000,1000,"Wood",1954,1,FALSE,21.9,1,-6,"X",TRUE,2183,1,0.678941318066791,1,0.103462224609063,0.0278449260771243
"12484",117326,30.272704733,-81.5687505,128000,1000,"Masonry",1954,1,FALSE,22.3,1,-5.6,"X",TRUE,2335,1,0.9660355290398,NA,0.0347868436882035,0.0102549561926979
"12485",117327,30.27410349,-81.56556145,136000,1000,"Masonry",1955,1,FALSE,19.6,1,-9.6,"X",TRUE,2251,1,0.661397160729393,1,0.255416539048227,0.0688052030186707
"12486",117328,30.272807297,-81.56560498,141000,1000,"Masonry",1955,1,FALSE,21.7,1,-8.8,"X",TRUE,2637,1,0.509962668875232,1,0.109986859378117,0.0294581754957825
"12487",117329,30.272045215,-81.56636519,140000,1000,"Masonry",1955,1,FALSE,20.4,1,-8.6,"X",TRUE,2776,1,0.977661021519452,NA,0.119088433505545,0.0317593876468122
"12488",117330,30.274571143,-81.56507083,130000,2500,"Masonry",1955,1,FALSE,23.1,1,-8.1,"X",TRUE,2220,1,0.971395749598742,NA,0.13621622795808,0.0297113850013827
"12489",117331,30.275244697,-81.56655597,202000,1000,"Wood",1948,1,FALSE,19.7,1,-11.3,"X",TRUE,1731,1,0.886540653649718,NA,0.0985601452444065,0.0281976438490428
"12490",117332,30.274489088,-81.56607455,141000,500,"Masonry",1955,1,FALSE,20.7,1,-10.1,"X",TRUE,2042,1,0.634374361950904,1,0.08764340070247,0.0254325359420407
